id,ten,ten_ja,danh_muc,trang_thai,khoi_luong_g,kich_thuoc_cm,do_tin_cay,nguon,van_de
2096,Viên chống say tàu xe Anerol Nhật Bản,アネロン ニスキャップ 9カプセル,Tủ thuốc gia đình,Đang bán,23,9.6x7.19x3.71,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2097,Viên uống hỗ trợ phòng ngừa ung thư Nhật Bản,海の精命 高濃度フコイダンサプリメント 180粒,"Tủ thuốc gia đình, Thực phẩm chức năng",Nháp,90,11x7x6,Thấp,Suy luận tương đương: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2099,Thuốc dạ dày Kowa Cabagin α 300 viên,興和 キャベジンコーワα 300錠,Tủ thuốc gia đình,Đang bán,190,11x7x6,Trung bình,Nguồn + suy luận: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2101,Thuốc đặc trị vi khuẩn HP Rabecure 400,エーザイ ラベキュアパック400 7シート（7日分）,Tủ thuốc gia đình,Nháp,90,11x7x6,Thấp,Suy luận tương đương: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2102,Bột hỗ trợ tiêu hoá dạ dày Taisho Kampo 48 gói,大正製薬 大正漢方胃腸薬 48包,Tủ thuốc gia đình,Đang bán,100,10.8x7.8x6,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2103,Viên uống hỗ trợ điều trị gout,ミナミヘルシーフーズ アンセリン 240粒,"Tủ thuốc gia đình, Thực phẩm chức năng",Đang bán,90,11x7x6,Thấp,Suy luận tương đương: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2104,"Viên uống hỗ trợ phòng ngừa đột quỵ, tai biến",日本製薬工業 牛黄清心元 日薬金丹,"Tủ thuốc gia đình, Thực phẩm chức năng",Nháp,90,11x7x6,Thấp,Suy luận tương đương: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2105,Viên uống hỗ trợ ổn định huyết áp Nhật Bản,摩耶堂製薬 マヤ養命錠 170錠,Tủ thuốc gia đình,Nháp,90,11x7x6,Thấp,Suy luận tương đương: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2106,Viên uống tăng chiều cao GH Creation EX+ 270 viên,エターナル GHクリエーションEX＋ 270粒,Thực phẩm chức năng,Đang bán,195,11.9x6.1x5.8,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2107,Viên uống tiền đình Ginkgo Leaf DHA-EPA chiết xuất bạch quả,野口医学研究所 イチョウ葉&DHA・EPA 60粒,"Tủ thuốc gia đình, Thực phẩm chức năng",Đang bán,130,9x5x5,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2108,Viên uống giảm mỡ bụng Rohto Bofutsushosan 372 viên,ロート製薬 ロート防風通聖散錠満量a 372錠,"Giảm cân, Thực phẩm chức năng",Đang bán,184,17x12.8x5,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2109,Viên uống hỗ trợ giảm đau cho người bệnh ung thư,鎮痛薬 口腔内崩壊錠（がん性疼痛・慢性疼痛用）,Tủ thuốc gia đình,Nháp,90,11x7x6,Thấp,Suy luận tương đương: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2110,Thuốc xịt mũi Nhật Bản,点鼻スプレー（アレルギー性鼻炎・急性鼻炎用）,Tủ thuốc gia đình,Đang bán,90,11x7x6,Thấp,Suy luận tương đương: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2111,Viên uống xương khớp Zeria Chondroitin ZS 270 viên,ゼリア新薬 コンドロイチンZS錠 270錠,"Tủ thuốc gia đình, Thực phẩm chức năng",Đang bán,59,11.4x5.9x5.9,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2112,Kem đánh răng muối Sunstar 170g,サンスター 薬用メディカ つぶつぶ塩 170g,Thực phẩm chức năng,Đang bán,200,11x3.5x3,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2113,Tinh chất nâng cơ chống nhăn Shiseido Elixir Enriched Serum,資生堂 エリクシール シュペリエル エンリッチドセラム CB 35mL,Dưỡng da mặt,Đang bán,35,20x10.9x3.1,Cao,"Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết. — nguồn Amazon nghi sai sản phẩm, cần kiểm tra",
2114,Viên tỏi đen Orihiro Nhật Bản 180 viên,オリヒロ 醗酵黒にんにく香醋 180粒,Thực phẩm chức năng,Đang bán,90,16.8x10.3x1.9,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2116,Trà lúa mạch Itoen Mugicha 54 gói,伊藤園 香り薫るむぎ茶 ティーバッグ 7.5g×54袋,Thực phẩm & đồ uống,Đang bán,8,6x6x6,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2117,Viên bổ sung nội tiết tố nữ Equelle Nhật Bản,大塚製薬 エクエル エクオール含有食品 112粒,"Sức khỏe phụ nữ, Thực phẩm chức năng",Đang bán,280,21x15.5x9.5,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2118,Viên uống trị mụn Pair A Nhật Bản 120 viên,ライオン ペアA錠 120錠,"Trị mụn, Tủ thuốc gia đình",Nháp,100,11x7x6,Thấp,Suy luận quy cách: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2119,Viên uống bổ khớp Q&P Kowa Chondroizer 90 viên,興和 キューピーコーワ コンドロイザーα 90錠,Thực phẩm chức năng,Đang bán,78,9.4x4.4x4.4,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2121,Viên uống bổ não DHA EPA Orihiro Nhật Bản 180 viên,オリヒロ DHA・EPA 180粒,Thực phẩm chức năng,Đang bán,260,12.2x6.3x6.3,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2122,Viên uống bổ sung canxi CBP tăng chiều cao DHC vị sữa,DHC コツプレミアムCBP 30粒,Thực phẩm chức năng,Đang bán,20,16.8x9.7x0.8,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2123,Viên uống hỗ trợ giảm cân DHC 20 ngày,DHC カルニチン 20日分 100粒,"Giảm cân, Thực phẩm chức năng",Đang bán,90,17x10x2,Thấp,Suy luận tương đương: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2126,Viên uống nhau thai cừu EX Placenta 120 viên,ムコ・サルースEX 120粒,Thực phẩm chức năng,Đang bán,100,15x12.5x5.2,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2128,Viên uống sụn vi cá mập Orihiro 360 viên,オリヒロ 深海ザメエキスカプセル 徳用 360粒,Thực phẩm chức năng,Đang bán,410,13.3x7x7,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2129,Viên uống tiền mãn kinh Kobayashi Inochi no Haha A 420 viên,小林製薬 命の母A 420錠,"Sức khỏe phụ nữ, Thực phẩm chức năng",Đang bán,181,9.3x5.51x5.51,Cao,"Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết. — nguồn Amazon nghi sai sản phẩm, cần kiểm tra",
2130,Viên uống tiền mãn kinh Kobayashi 840 viên,小林製薬 命の母A 840錠,"Sức khỏe phụ nữ, Thực phẩm chức năng",Đang bán,360,12.8x7.2x7.2,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2131,Viên uống trắng da Transino White C,トランシーノ ホワイトCクリア 240錠,"Dưỡng da mặt, Thực phẩm chức năng",Đang bán,259,11.99x5.89x5.89,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2132,Viên uống trắng da Vita White Plus C.E.B2 240 viên,皇漢堂製薬 ビタホワイトプラス「クニヒロ」 240錠,"Dưỡng da mặt, Thực phẩm chức năng",Nháp,160,11x7x6,Thấp,Suy luận quy cách: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2134,Viên uống vitamin tổng hợp DHC Multi Vitamin 60 ngày,DHC マルチビタミン 60粒,Thực phẩm chức năng,Đang bán,41,17x12x2,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2135,Viên uống vitamin bầu Pigeon bổ sung axit folic và canxi 60 viên,ピジョン 葉酸カルシウムプラス 60粒,"Mẹ và bé, Thực phẩm chức năng",Đang bán,20,15.6x8.6x1.2,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2136,Viên uống trắng da DHC Vitamin C,DHC ビタミンC ハードカプセル 60日分 120粒,Thực phẩm chức năng,Đang bán,150,19.4x16.8x2.1,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2137,Viên uống Vitamin D và Calcium hỗ trợ hấp thụ canxi,Ostelin カルシウム＆ビタミンD3 タブレット,Thực phẩm chức năng,Nháp,90,11x7x6,Thấp,Suy luận tương đương: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2138,Xà phòng trị thâm mông Pelican For Back 135g,ペリカン石鹸 薬用石鹸 ForBack 135g,"Trị mụn, Sữa rửa mặt & tẩy trang",Đang bán,135,13x6x2.5,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2139,Bột Canxi Cá Tuyết Kizz Kids Calcium Vị Socola 140g,ファイン 骨キッズ カルシウム チョコレート風味 140g,Thực phẩm chức năng,Đang bán,150,18.2x16x6.5,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2140,Phấn Nền Chống Nắng Anessa All-In-One Beauty Pact SPF50+,アネッサ オールインワン ビューティーパクト レフィル 2 10g,Chống nắng,Đang bán,30,14.8x10x2.6,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2141,Viên Nhai Canxi Takeda New Calcium D3 Vị Sữa Chua 100 Viên,アリナミン製薬 新カルシチュウD3 ヨーグルト味 100錠,Thực phẩm chức năng,Nháp,83,17x10x2,Thấp,Suy luận tương đương: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2142,Viên Uống Nature Made Super Calcium 600mg Với Vitamin D3 120 Viên,大塚製薬 ネイチャーメイド スーパーカルシウム 120粒,Thực phẩm chức năng,Đang bán,222,10.9x5.5x5.4,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2143,Viên Uống Canxi Tăng Chiều Cao Kokando CBP,カルシウム＋CBP サプリメント,Thực phẩm chức năng,Đang bán,90,11x7x6,Thấp,Suy luận tương đương: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2144,Viên Uống Xương Khớp Glucosamine MSM 1500mg 480 Viên,グルコサミン＆MSM 1500mg 480粒,Thực phẩm chức năng,Nháp,410,16x10x10,Thấp,Suy luận tương đương: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2145,Viên Uống Tinh Bột Nghệ Noguchi 60 Viên,野口医学研究所 濃縮秋ウコン＋春ウコン 60粒,Thực phẩm chức năng,Nháp,61,17x10x2,Thấp,Suy luận tương đương: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2146,Nước Hoa Hồng Aqualabel Shiseido,資生堂 アクアレーベル トリートメントローション ブライトニング しっとり 170mL,Dưỡng da mặt,Đang bán,240,1.8x0.5x0.5,Cao,Amazon.co.jp (梱包サイズ / 商品の重量 trên trang sản phẩm đã liên kết),
2147,Viên Uống Bổ Não Asahi Schwabe Ginkgo Leaf Extract,アサヒグループ食品 シュワーベギンコ 120 EX 60粒,Thực phẩm chức năng,Đang bán,90,8.7x5.4x4.8,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2148,Viên Uống Bổ Gan Hepalyse Plus II 180 Viên,ゼリア新薬 ヘパリーゼプラスII 180錠,Thực phẩm chức năng,Đang bán,204,10.01x5.51x5.51,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2149,Viên Uống Bổ Gan Liver Extract Ornithine 90 Viên,ファイン 金のしじみウコン 肝臓エキス 90粒,Thực phẩm chức năng,Đang bán,59,18.5x11.7x1.7,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2150,Nước Uống Bổ Gan Hepalyse Hi Plus 50ml X 10 Chai,ゼリア新薬 ヘパリーゼHiプラス 50mL 10本入,Thực phẩm chức năng,Đang bán,1400,17.6x11.2x7.29,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2151,Viên Uống Chống Nắng UV Plus Block 100,UV Plus＋ Block100 飲む日焼け対策サプリメント,Chống nắng,Nháp,90,11x7x6,Thấp,Suy luận tương đương: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2152,Serum NMN Bạc 60ml,CAPITOLO NMN美容液 Luxury Serum 60mL,Dưỡng da mặt,Đang bán,175,12x9x4.5,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2153,Nước Hồng Sâm Hong Sam Won,正官庄 ホンサムウォン 紅参ドリンク 50ml×30袋,Thực phẩm & đồ uống,Nháp,650,23x9x8,Thấp,Suy luận tương đương: Ước đồ uống đóng chai/hộp từ dung tích; nếu tên không có dung tích dùng chai phổ biến 500 ml.,
2154,Son Shu Uemura Màu 580 Fullsize,シュウ ウエムラ キヌ ルージュ マット OR 580 3.2mL,Trang điểm,Đang bán,190,20x4.9x4.8,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2155,Viên Uống Levante NMN22050,レバンテプレミアム NMN サプリメント 22050mg 90粒,Thực phẩm chức năng,Đang bán,72,9.5x5x5,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2156,Viên Uống Hỗ Trợ Xương Khớp Nhện 270 Viên,ゼリア新薬 コンドロイチンZS錠 270錠,Thực phẩm chức năng,Nháp,220,11x7x6,Thấp,Suy luận tương đương: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2157,Kem Mắt Elixir Shiseido Retinol 22g,資生堂 エリクシール レチノパワー リンクルクリーム L 22g,Chăm sóc mắt,Đang bán,50,19x18.3x2.7,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2158,Set Dao Inox Global Nhật Bản,グローバル 三徳 包丁3点セット GST-B46,Nhà cửa & đời sống,Đang bán,350,,Cao,Amazon.co.jp (梱包サイズ / 商品の重量 trên trang sản phẩm đã liên kết),thiếu kích thước
2159,Đồng Hồ Nữ Casio Collection LTP-1177A-2AJH Màu Xanh,カシオ 腕時計 カシオコレクション LTP-1177A-2AJH レディース,Đồng hồ,Đang bán,46,14.6x5.5x2.4,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2160,Đồng Hồ Nữ Casio Collection LTP-1177A-4A1JH Màu Hồng,カシオ コレクション LTP-1177A-4A1JH レディース腕時計,Đồng hồ,Đang bán,46,14.7x5.6x2.4,Cao,"Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết. — nguồn Amazon nghi sai sản phẩm, cần kiểm tra",
2161,Kem Chống Nắng Elixir Tone Up,資生堂 エリクシール デーケアレボリューション トーンアップ BE+ 35g,Chống nắng,Đang bán,80,19.1x4.1x3,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2162,"Chăn Lông Muji Xuất Nhật 2,2 X 2,3m",無印良品 毛布 220×230cm,Nhà cửa & đời sống,Nháp,2200,45x35x18,Thấp,"Suy luận tương đương: Ước theo chăn lông 2,2 × 2,3 m, gấp và ép túi.",
2163,Chì Kẻ Lông Mày 3 Trong 1 Picomonte 3 Way Eye Brow,ピコモンテ・ジャパン 3WAYアイブロウ ダークブラウン,Trang điểm,Đang bán,30,19.6x7.9x2.2,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2164,Viên Uống Bổ Gan Hepalyse GX 360 Viên,ゼリア新薬 ヘパリーゼGX 360錠,Thực phẩm chức năng,Đang bán,400,13.3x6.6x6.6,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2165,DHA Koplina Kids Vị Cam,コプリナ キッズDHA オレンジ風味 180粒,Mẹ và bé,Đang bán,22,19x12x1,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2166,Sữa Tắm Lux Celestial Escape 300g,ラックス セレスティアル エスケープ ボディソープ 300g 3個セット,Chăm sóc body,Đang bán,360,9.3x8.9x6.7,Cao,"Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết. — nguồn Amazon nghi sai sản phẩm, cần kiểm tra",
2167,Viên Uống Vitamin Tổng Hợp Cho Bà Bầu Pigeon 60 Viên,ピジョン 葉酸プラス 60粒,Mẹ và bé,Đang bán,20,15.8x10.8x1.1,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2168,Tẩy Tế Bào Chết Botanical Nhật Bản,BOTANICAL PEEL ボタニカルピール Level3 ハーブピーリング 1個,Sữa rửa mặt & tẩy trang,Đang bán,120,18x6x4,Trung bình,"Suy luận tương đương: Ước từ khối lượng/dung tích ghi trong tên nếu có, cộng vỏ và hộp bán lẻ.",
2169,Kem Đánh Răng Lion Nhật Bản,ライオン デントチェックアップ スタンダード 135g,Chăm sóc răng miệng,Nháp,300,19.3x14.8x4.4,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2170,Viên Uống Bổ Não Maruman Ginkgo Biloba,マルマン イチョウ葉エキス 200粒,Thực phẩm chức năng,Đang bán,240,11.9x6.2x6,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2171,"Đồng Hồ Nữ Casio Dây Nhựa 42,8mm",カシオ 腕時計 カシオコレクション LRW-200H-7BJF レディース,Đồng hồ,Đang bán,25,14.8x5.5x3.6,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2172,Sữa Dinh Dưỡng Người Lớn Nhật Bản,大人用 栄養補助ミルク,Thực phẩm & đồ uống,Nháp,950,18x14x14,Trung bình,Suy luận tương đương: Ước lon/túi sữa bột cỡ 800 g.,
2173,Socola Tươi Nama Nhật Bản,チュベ・ド・ショコラ くちどけ生ショコラ 500g,Thực phẩm & đồ uống,Nháp,500,,Cao,Amazon.co.jp (梱包サイズ / 商品の重量 trên trang sản phẩm đã liên kết),thiếu kích thước
2174,Sữa Bột Dinh Dưỡng Người Cao Tuổi Morinaga,森永乳業 大人の粉ミルク ミルク生活プラス 300g,Thực phẩm & đồ uống,Đang bán,300,20x18x9,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2175,Bột Matcha Gokugoku Nhật Bản,天然生活 有機宇治緑茶パウダー 100g,Thực phẩm & đồ uống,Đang bán,90,22.2x10.5x2.6,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2176,Kem Chống Nắng Anessa Gel Nâng Tông Trắng Hồng,アネッサ ブライトニングUV ジェル NA 40g,Chống nắng,Đang bán,70,14.4x5.8x3.1,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2177,Sữa Dinh Dưỡng Trẻ Em Nhật Bản,子ども用 栄養補助ミルク,Mẹ và bé,Nháp,950,18x14x14,Trung bình,Suy luận tương đương: Ước lon/túi sữa bột cỡ 800 g.,
2178,Viên Uống Blackmores Sugar Balance 90 Viên,ブラックモアズ シュガーバランス 90錠,Thực phẩm chức năng,Nháp,78,17x10x2,Thấp,Suy luận tương đương: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2179,Bộ 3 Chăm Sóc Da Elixir Shiseido,資生堂 エリクシール ブライトニング トライアルセット 30mL+30mL,Dưỡng da mặt,Đang bán,120,15.5x7.1x3.4,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2180,Viên Uống Bổ Mắt Noguchi Blueberry & Lutein,野口医学研究所 ブルーベリー&ルテイン 60粒,Thực phẩm chức năng,Đang bán,130,9.3x5.2x5.2,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2181,Viên Uống Hỗ Trợ Tuần Hoàn Maruman Nattokinase 4200FU DHA EPA,マルマン 納豆キナーゼ4200FU 120粒,Thực phẩm chức năng,Đang bán,160,10.9x6x5.9,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2182,Sữa Tăng Cơ Meiji Savas Protein 100 các vị,明治 ザバス ソイプロテイン100 ココア味 920g,Thực phẩm & đồ uống,Đang bán,920,31.4x25x10.5,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2183,Viên Uống Hỗ Trợ Nám Và Làm Sáng Da Nhật Bản,シミ・肝斑ケア 美容サプリメント,Dưỡng da mặt,Nháp,90,11x7x6,Thấp,Suy luận tương đương: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2184,Áo Phông Uniqlo Size M,ユニクロ UT ドラゴンボール Tシャツ Mサイズ,Thời trang,Đang bán,189,26.5x18x1.4,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2186,Đồng Hồ Casio Standard LRW-200H Màu Đen,カシオ スタンダード LRW-200H-1B レディース腕時計 ブラック,Đồng hồ,Đang bán,25,14.9x5.6x3.4,Cao,"Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết. — nguồn Amazon nghi sai sản phẩm, cần kiểm tra",
2187,Nến Thơm Jo Malone,ジョー マローン イングリッシュペアー&フリージア ホームキャンドル 200g,Nhà cửa & đời sống,Đang bán,200,21.4x12.6x9.7,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2188,Mũ Bucket Chống Thấm Nước Uniqlo,ユニクロ 撥水バケットハット,Thời trang,Đang bán,120,28x24x4,Trung bình,"Đã hiệu chỉnh: Ước mũ vải gấp trong túi. — nguồn Amazon nghi sai sản phẩm, cần kiểm tra",
2189,Kẹp Mi Shiseido,資生堂 アイラッシュカーラー 本体 1個,Dụng cụ làm đẹp,Đang bán,30,13.7x4.7x3.9,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2191,Nama Socola Matcha Nhật Bản,サロンドロワイヤル 抹茶ボールチョコレート 170g,Thực phẩm & đồ uống,Đang bán,170,18.6x13.5x3.4,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2192,Nama Socola Au Lait Nhật Bản,明治 チョコレート効果 カカオ86% 大袋 210g,Thực phẩm & đồ uống,Đang bán,210,21.6x20.2x4.3,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2193,Áo Lông Cừu Uniqlo,ユニクロ フリースフルジップジャケット,Thời trang,Đang bán,650,38x28x10,Thấp,"Đã hiệu chỉnh: Ước áo lông cừu gấp trong túi. — nguồn Amazon nghi sai sản phẩm, cần kiểm tra",
2194,Set Dao Dĩa Thìa Nội Địa Nhật,MGOXO カトラリーセット 北欧風 ステンレス製 30本,Nhà cửa & đời sống,Đang bán,900,28x18x6,Thấp,"Đã hiệu chỉnh: Ước bộ dao, dĩa, thìa trong hộp quà.",
2195,Áo Parka Lông Vũ Dáng Dài Uniqlo Cho Trẻ Em,Kayiyasu キッズ ダウンジャケット ロング丈 120-160,Thời trang,Đang bán,500,25x15x5,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2196,Sữa Bột Dinh Dưỡng Người Lớn Bean Stalk Ít Lactose,雪印ビーンスターク 大人のための粉ミルク おなかにやさしい 300g,Thực phẩm & đồ uống,Đang bán,410,12.4x10.3x9.9,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2197,Set Túi Phúc SK-II 5 Món,SK-II ニューイヤー スペシャル トライアルキット 5点セット,Dưỡng da mặt,Đang bán,370,18.2x12.5x5.7,Cao,"Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết. — nguồn Amazon nghi sai sản phẩm, cần kiểm tra",
2198,Set Kẹo Mochi Nhật Bản 3 Vị 60 Cái,共親製菓 テトラもちあめミックス 3種アソート 500g,Thực phẩm & đồ uống,Đang bán,1200,32x25x12,Thấp,Suy luận tương đương: Ước hộp bánh/kẹo bán lẻ; khối lượng thay đổi theo số lượng và lớp giữ lạnh.,
2199,Túi Charles & Keith Bản Nhật,CHARLES & KEITH レディースバッグ,Thời trang,Nháp,850,36x28x14,Thấp,Suy luận tương đương: Ước túi xách cỡ trung kèm bao/hộp; chưa xác định mẫu cụ thể.,
2200,Bình Giữ Nhiệt Thermos,サーモス 真空断熱ケータイマグ 500mL JNL-S500 オリーブグリーン,Nhà cửa & đời sống,Đang bán,200,,Cao,Amazon.co.jp (梱包サイズ / 商品の重量 trên trang sản phẩm đã liên kết),thiếu kích thước
2201,Viên Uống NMN 68000 Plus 170 Viên,JT-LAB NMN 68000 Plus サプリメント 170粒,Thực phẩm chức năng,Nháp,165,11x7x6,Thấp,Suy luận tương đương: Ước theo số viên/gói nếu tên có nêu; nếu thiếu quy cách dùng cỡ bao bì thực phẩm bổ sung tương đương.,
2202,Viên Uống Hỗ Trợ Tuần Hoàn Orihiro Nattokinase 2000FU,オリヒロ ナットウキナーゼ 60粒,Thực phẩm chức năng,Đang bán,97,8.5x5x5,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
2203,Sữa Bean Stalk Sukoyaka M1 Cho Bé 0-1 Tuổi,雪印ビーンスターク すこやかM1 800g,Mẹ và bé,Đang bán,1020,17.8x13x12.9,Cao,Nguồn bán hàng: Khối lượng và kích thước lấy từ trang bán hàng đã liên kết.,
